id,column_name,path,list_path,subfield_path,var_type,data_type,json_name,duplicate_flag,keepID,date_added,file_path
TikTok Shop:Order History:OrderHistories:576727511136440016:order_status,order_status,"[""TikTok Shop"", ""Order History"", ""OrderHistories"", ""576727511136440016"", ""order_status""]",,"[""TikTok Shop"", ""Order History"", ""OrderHistories"", ""576727511136440016"", ""order_status""]",static,string,,No,,,
TikTok Shop:Order History:OrderHistories:576727511136440016:logistics_provider,logistics_provider,"[""TikTok Shop"", ""Order History"", ""OrderHistories"", ""576727511136440016"", ""logistics_provider""]",,"[""TikTok Shop"", ""Order History"", ""OrderHistories"", ""576727511136440016"", ""logistics_provider""]",static,string,,No,,,
TikTok Shop:Order History:OrderHistories:576727511136440016:logistics_tracking_number,logistics_tracking_number,"[""TikTok Shop"", ""Order History"", ""OrderHistories"", ""576727511136440016"", ""logistics_tracking_number""]",,"[""TikTok Shop"", ""Order History"", ""OrderHistories"", ""576727511136440016"", ""logistics_tracking_number""]",static,string,,No,,,
Tiktok Live:Watch Live History:WatchLiveMap:7500534004987218710:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7500534004987218710"", ""WatchTime""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7500534004987218710"", ""WatchTime""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7500534004987218710:WatchTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7500534004987218710:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7500534004987218710"", ""Link""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7500534004987218710"", ""Link""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7500534004987218710:Link,,
Tiktok Live:Watch Live History:WatchLiveMap:7500571456037473046:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7500571456037473046"", ""WatchTime""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7500571456037473046"", ""WatchTime""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7500571456037473046:WatchTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7500571456037473046:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7500571456037473046"", ""Link""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7500571456037473046"", ""Link""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7500571456037473046:Link,,
Tiktok Live:Watch Live History:WatchLiveMap:7503853636821306134:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7503853636821306134"", ""WatchTime""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7503853636821306134"", ""WatchTime""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7503853636821306134:WatchTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7503853636821306134:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7503853636821306134"", ""Link""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7503853636821306134"", ""Link""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7503853636821306134:Link,,
Tiktok Live:Watch Live History:WatchLiveMap:7505319784817363734:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7505319784817363734"", ""WatchTime""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7505319784817363734"", ""WatchTime""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7505319784817363734:WatchTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7505319784817363734:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7505319784817363734"", ""Link""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7505319784817363734"", ""Link""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7505319784817363734:Link,,
Tiktok Live:Watch Live History:WatchLiveMap:7505358944400788246:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7505358944400788246"", ""WatchTime""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7505358944400788246"", ""WatchTime""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7505358944400788246:WatchTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7505358944400788246:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7505358944400788246"", ""Link""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7505358944400788246"", ""Link""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7505358944400788246:Link,,
Tiktok Live:Watch Live History:WatchLiveMap:7506162526633003798:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506162526633003798"", ""WatchTime""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506162526633003798"", ""WatchTime""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7506162526633003798:WatchTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7506162526633003798:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506162526633003798"", ""Link""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506162526633003798"", ""Link""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7506162526633003798:Link,,
Tiktok Live:Watch Live History:WatchLiveMap:7506169381832035074:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506169381832035074"", ""WatchTime""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506169381832035074"", ""WatchTime""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7506169381832035074:WatchTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7506169381832035074:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506169381832035074"", ""Link""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506169381832035074"", ""Link""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7506169381832035074:Link,,
Tiktok Live:Watch Live History:WatchLiveMap:7506188026594921238:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506188026594921238"", ""WatchTime""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506188026594921238"", ""WatchTime""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7506188026594921238:WatchTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7506188026594921238:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506188026594921238"", ""Link""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506188026594921238"", ""Link""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7506188026594921238:Link,,
Tiktok Live:Watch Live History:WatchLiveMap:7506197536923781910:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506197536923781910"", ""WatchTime""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506197536923781910"", ""WatchTime""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7506197536923781910:WatchTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7506197536923781910:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506197536923781910"", ""Link""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506197536923781910"", ""Link""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7506197536923781910:Link,,
Tiktok Live:Watch Live History:WatchLiveMap:7506198895979334422:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506198895979334422"", ""WatchTime""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506198895979334422"", ""WatchTime""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7506198895979334422:WatchTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7506198895979334422:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506198895979334422"", ""Link""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506198895979334422"", ""Link""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7506198895979334422:Link,,
Tiktok Live:Watch Live History:WatchLiveMap:7506543387839941398:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506543387839941398"", ""WatchTime""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506543387839941398"", ""WatchTime""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7506543387839941398:WatchTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7506543387839941398:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506543387839941398"", ""Link""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506543387839941398"", ""Link""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7506543387839941398:Link,,
Tiktok Live:Watch Live History:WatchLiveMap:7506566903533390614:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506566903533390614"", ""WatchTime""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506566903533390614"", ""WatchTime""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7506566903533390614:WatchTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7506566903533390614:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506566903533390614"", ""Link""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506566903533390614"", ""Link""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7506566903533390614:Link,,
Tiktok Live:Watch Live History:WatchLiveMap:7506866590214884119:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506866590214884119"", ""WatchTime""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506866590214884119"", ""WatchTime""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7506866590214884119:WatchTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7506866590214884119:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506866590214884119"", ""Link""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506866590214884119"", ""Link""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7506866590214884119:Link,,
Tiktok Live:Watch Live History:WatchLiveMap:7506893914994625302:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506893914994625302"", ""WatchTime""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506893914994625302"", ""WatchTime""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7506893914994625302:WatchTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7506893914994625302:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506893914994625302"", ""Link""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506893914994625302"", ""Link""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7506893914994625302:Link,,
Tiktok Live:Watch Live History:WatchLiveMap:7510505754353961750:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510505754353961750"", ""WatchTime""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510505754353961750"", ""WatchTime""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7510505754353961750:WatchTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7510505754353961750:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510505754353961750"", ""Link""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510505754353961750"", ""Link""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7510505754353961750:Link,,
Tiktok Live:Watch Live History:WatchLiveMap:7510540162985364246:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510540162985364246"", ""WatchTime""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510540162985364246"", ""WatchTime""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7510540162985364246:WatchTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7510540162985364246:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510540162985364246"", ""Link""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510540162985364246"", ""Link""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7510540162985364246:Link,,
Tiktok Live:Watch Live History:WatchLiveMap:7510887429453531926:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510887429453531926"", ""WatchTime""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510887429453531926"", ""WatchTime""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7510887429453531926:WatchTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7510887429453531926:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510887429453531926"", ""Link""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510887429453531926"", ""Link""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7510887429453531926:Link,,
Tiktok Live:Watch Live History:WatchLiveMap:7510909962941434646:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510909962941434646"", ""WatchTime""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510909962941434646"", ""WatchTime""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7510909962941434646:WatchTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7510909962941434646:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510909962941434646"", ""Link""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510909962941434646"", ""Link""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7510909962941434646:Link,,
Tiktok Live:Watch Live History:WatchLiveMap:7510912034113571606:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510912034113571606"", ""WatchTime""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510912034113571606"", ""WatchTime""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7510912034113571606:WatchTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7510912034113571606:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510912034113571606"", ""Link""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510912034113571606"", ""Link""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7510912034113571606:Link,,
Tiktok Live:Watch Live History:WatchLiveMap:7510915222069807894:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510915222069807894"", ""WatchTime""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510915222069807894"", ""WatchTime""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7510915222069807894:WatchTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7510915222069807894:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510915222069807894"", ""Link""]",,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510915222069807894"", ""Link""]",static,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7510915222069807894:Link,,
